id,review_body
1153,Bien si ce n est que la tablette n est pas parfaitement ajustée pour la Yoyo. Le système sautait souvent. J ai du rogner avec un couteau un peu de plastique pour que la fixation ne s enlève plus.
1154,Un peu mitigés.... le livre est magnifique mais les collages sont defectueux sur notre copie..... dommage....
1155,Étagère bien un peu léger et mou
1156,Bonjour Le site n est pas du tout sérieux car nous attendons toujours cette depuis 15 jours et nous avons payé pour une livraison rapide.
1157,Très bonne qualiter très bonne luminosité. Je l ai prit pour mon entrer et c est super detection au top lumière led blanche au top
1158,Cadeau acheter pour ma mère qui a des sousi de coeur cette montre et juste génial car elle a ses battement dessus du coup elle c’est quand il fait quel se repose grâce a cette montre
1159,Mauvaise qualité déchiré au bout de 3 jours sur la jonction
1160,Ne fonctionne pas très bien. De plus impossible de transférer application myCANAL sur mon téléviseur. Achèté pour cela à la base donc très déçu
1161,Beaucoup trop de programme pas facile à trouver. L'interface n'est pas idéal pour parcourir l'ensemble des programmes
1162,Ventilateur arrivé cassé
1163,"Nous avons acheté deux cadenas identiques pour un escape game, En manipulant les cadenas nos joueurs ont modifié les combinaisons alors qu'ils étaient en position fermée. Résultat nous avons dû découper les deux cadenas pour pouvoir continuer nos parties car ils devenaient inutilisables."
1164,Cette paire de raquettes semble très intéressante. Elle ne m'a pas encore servi par manque de neige. J'apprécie aussi le petit sac qui permet de les transporter facilement.
1165,Publicité mensongère quant aux possibilités offertes j'en demande le remboursement
1166,"Très jolie, malheureusement difficile à mettre. Ma fille n'aime pas du tout. Il faut appuyer et viser le trou pour les fermer."
1167,"Satisfaite de l’achat du petit livre, dommage que la livraison a pris trop de temps par rapport à l’annonce affiché au moment de la commande."
1168,ce n'est pas un Drap housse ! mais un bout de tissu avec un élastique sur tout le pourtour qui ne sert a rien. impossible tendre le drap en permanence. O O O
1169,"reçu assez rapidement mais les accroches sont montées à l'envers, j'ai pu tout de même l'accrocher au mur, mais c'est dommage"
1170,Très beaux et de très bonne qualité! Cela est du plus bel effet sur mes chaises! Et de plus très confortables.
1171,J’ai mis l’article en place et il a fonctionné quelques minutes puis plus rien comme il n’y a aucune notice impossible de comprendre le dysfonctionnement de l’appreil
1172,Ne soyez pas étonné pas d’emballage pour envoyer le colis reçu comme tel ! Donc carton abîmé ce n’est pas sérieux
1173,Au bout de deux jours ils ne fonctionnaient plus
1174,Je n’ai pas reçu le même modèle que sur la photo...Il s’adapte quand même sur le J3 mais la protection mord un peu sur la caméra avant du téléphone!!!
1175,alors la reine des neige tète coupé sa a fait peur a ma petite fille de 4 ans les auto collant 1 a 1.5 cm un loupe serait bien pour voir non et les tampon encreur il marche pas sec sans encre c'est un disney m...il faux une License pour sa sa garantit la qualité se retrouvé avec des reine des neige décapité alors que l'on vois que sa partout inutile de dire que sa choque je trouve honteux de décevoir les enfant comme sa en plus c'est cher pour rien dedans sel la figurine de anna était a peu prés jolie je vous met la photo on vois bien que c'est moche et c’était comme sa a l'ouverture
1176,Convient parfaitement au Samsung Galaxy J5 2017 même si les bords dépassent un peu mais ça ne change rien. Protège écran de bonne qualité qui colle bien.
1177,"Attention, s'effiloche très vite, danger d'étouffement pour les petits chiens. Poubelle !"
1178,Faciliter d'utilisation. Un peut cher et une protection écran avant serait appréciable dans le pack.
1179,"Dommage que les cartes soient collées entre elles, déçue sur la qualité car l oracle me parle beaucoup"
1180,La qualité de ces housses de coussin est excellente. Un gros bémol pour la teinte qui est plus proche du vert que du bleu ! La photo sur le site ne reflète pas la réalité...
1181,"Meilleur support que j'ai acheté pour le moment. Discret, solide, efficace. Rien à redire."
1182,"J’aurais bien voulu donner une évaluation, encore faudrait il que je l’ai reçu!!!"
1183,Ca ne fonctionne pas avec un gonfleur pour lequel il etait recommande...suis déçu
1184,"Exactement comme dans la description, mais déçue que l'article semble avoir déjà été utilisé."
1185,"L’aspirateur a moins de 5 mois et n'aspire plus du tout. Les quelques saletés qu'il aspire ressortent aussitôt que j’éteins l'aspirateur, pourtant les conseils d'utilisations écrites dans la notice ont été suivies à la lettre. Le bac est vidé après chaque utilisation et le filtre lavé régulièrement. En clair une grosse arnaque, les commentaires positifs semblent être écrits sur lors des premières utilisations mais l'aspirateur est en fait un aspirateur JETABLE qui ne tiens pas du tout sur la durée. C'est de pire en pire après chaque utilisation, il est inutilisable, et pour conclure le tout, impossible de le renvoyer alors qu'il était censé être garantie 1 ans alors que cela ne fait que 5 mois que je l'ai (le service retour est fermé). Une preuve que c'est une grosse arnaque!!"
1186,Je suis ravi de cette commode j'ai été livré en temps prévu je l'ai monté assez facilement si j'ai un autre achat je n'hésiterai pas cordialement
1187,"Acheté pour ma fille au collège, dans le cadre d'une lecture obligatoire. Ma fille a eu dû mal à accrocher au début, peut être parce que l'auteur se moque gentiment des ados, et que ma fille est justement une ado. Livre parfois drôle. Livré rapidement et en bon état."
1188,Produit de très mauvaise qualité. La partie du bas ne se fixe pas de tout. La qualité de la découpe est très moyenne je lui donne une étoile juste pour son côté design.
1189,"Non conforme, manque la partie noir, c était un cadeau, j ai donc donné le couvercle de la mienne et résilier mon prénom....tchao Jeff!"
1190,"le manche na pas survecu, tres mauvaise qualite et la couleur ne tient pas apres meme pas un mois c'est de la pacotille"
1191,"J’avais envoyé et article qui semblait très prometteur à un membre de ma famille, malheureusement, le produit était défectueux. Il a fallu le retourner. Je suis donc mécontente et ne recommande pas cet article."
1192,Super Produit mais très déçu de la colle ; les deux tubes étaient inutilisable car déjà solidifié ! chercher l 'erreur. J’espère que cela tiendra car je n'ai pu mettre que le double face . un peu plus de rigueur a la preparation serait plus sérieux pour vos clients !
1193,"Très beaux rideaux,ravie de mon achat !"
1194,"Article envoyé dans un point relai pourri. Article non neuf Écran rayé. 4g de RAM au lieu de 6 annoncé. Pas de coque en silicone. Etc.... Cette société est une escroquerie, je ne recommande pas. Passez votre chemin."
1195,Bon rapport qualité/prix et housse élégante
1196,Cest quand même bizzar que dans la composition il et noté nulle par lait de chèvre
1197,Bonjour à ce jour je n ai pas reçu cet article j ai demandé le remboursement après avoir contacter le vendeur. Il m a répondu en anglais en me demandant un numéro de postage. Cordialement corinne
1198,"Perdu de de très très très mauvaise qualité !! J'ai vraiment été déçue. Impossible de la porter. La raie est horrible, avec du plastique en dessous. Les cheveux tombent au moindre coup de brosse. Je suis dégoûtée. Gardez votre argent. Les photos sont mensongères."
1199,Je n’aime Pas. vraiment à éviter si vous voulez l’utiliser Tout les jours. C’est Vraiment si vous voulez allez dans l’eaU ou en bord de mer vraiment très bien protégé enfin je pense vue qu’unE fois la coque posé on ne peux rien faire avec le téléphone aucune touche est accessible et le film protecteur et juste affreux
1200,"cette coque est parfaite cependant elle a tendance à jaunir très rapidement, il faut la changer environ tous les 2 mois."
1201,L'appareil produit beaucoup de bruit et tend à ne pas filtrer les particules dans l'air.
1202,Ils sont autocollants! C’est génial
1203,"1er balade et un coup de patte et tissu déchiré. Mon chien ne fait que 17 kg Dommage car bien pratique, et facile à transporter."
1204,Baril reçue cassé dommage... Je n'arrive pas à contacter le vendeur ..
1205,Produit inutile qui ne tient pas sa promesse même sur un cuir chevelu légèrement gras .
1206,"Ne prend pas la totalité de l'ecran, nul.."
1207,"bonjour achat rapide mais petit bémol, j'ai la ceinture depuis 4 mois et comme c'est l'été, je m'en suis pas beaucoup servi , je dirais max mais grand max 10 jours le cran de sécurité pour fermé la ceinture cassé !!!!!!"
1208,"J'ai reçu le HUB dans un emballage agréable, j'en étais ravis. Au déballage, le hub m'a paru de bonne qualité. Malheureusement, il ne fonctionnait pas. J'ai demandé le retour. Les services qualités de chez NOVOO doivent être inexistant. Dommage."
1209,Une etoile car imposée! Le produit n etait pas du tout celui commandé
1210,Je partage avec vous mon expérience. J ai acheté cette antenne wifi car je capte pas trop le wifi j ai pas la fibre encore dans mon immeuble. Il est facile à poser il se branche sur le modem. Ça fait quelque jour que je l utilise contrairement à avant quand on est plusieurs à être connecté c est plus fluide
1211,"Correspond au besoin, ainsi qu'au descriptif technique. Longueur des câbles appréciables, et chargement rapide. Largement suffisant pour une utilisation ponctuelle."
1212,Il manque 25 pages sur cette édition ... remplacée par 25 pages à doubles ... Amazone a renvoyer un exemplaire dont les 25 pages manquaient aussi...
1213,Rapport qualité prix c est le top Éclaire trop bien Son de bonne qualité de fou si je pouvais mettre 10 Etoile je le ferai
1214,"S'adapte parfaitement à mon Samsung A50, semble bien solide et joue bien son rôle de protection tout en étant discrète. Je recommande ce produit"
1215,"A fonctionné pendant des années jusqu'à ce qu'on déménage et je n'en ai plus besoin pour le moment mais c'est facile à brancher et automatique, tout ce que j'aime !!!"
1216,"J'ai acheté ce produit afin d'avoir une prise protégé contre les surtensions et pic de courant. Acheté au mois d’août 2018, et aujourd'hui au mois de juin 2019, un des boutons qui permet d'alimenter un étage de 4 prises est défectueux. Celui-ci reste en position allumer malgré les appuies pour le passer de la position ON a OFF. J’espère que malgré ce problème de bouton qui reste allumé, le protection électrique est toujours efficace."
1217,Ce sont des brossettes de qualité. J'en ai essayé une ce matin et aucun problème pour l'adapter à ma brosse à dents. Plus agréables sur les gencives et efficaces sur les dents. Très contente de mon achat j ai fait une bonne affaire.
1218,"Pas très cher et très jolie, que demander de plus ! Elle va à ravir sur notre table, fini les fruits qui traînent au fond de notre vieux panier."
